instance_idx,condition,generator,judge,has_nle,is_placebo,placebo_source_idx,WeekEndDate,Prediction,TrueValue,PctError,true_bucket,predicted_bucket,correct,confidence,reasoning,raw_response,Duration_s,retries
35,Baseline,none,gpt,False,False,,2010-06-14 00:00:00,154.0137939453125,174.15641666666667,-11.565822900402754,medium,medium,1,4,"The prediction is significantly lower than most recent lags, especially lag_1 and lag_2, and SHAP values indicate negative contributions from key features, suggesting a moderate deviation from expected consumption patterns.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction is significantly lower than most recent lags, especially lag_1 and lag_2, and SHAP values indicate negative contributions from key features, suggesting a moderate deviation from expected consumption patterns.""
}
```",36.92,0
35,Real_NLE,gpt,gpt,True,False,,2010-06-14 00:00:00,154.0137939453125,174.15641666666667,-11.565822900402754,medium,medium,1,4,"The model's MAE and RMSE suggest an average deviation of 20-25 kWh, which is about 13-16% of the prediction, aligning with medium error given the prediction context and SHAP influences.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE and RMSE suggest an average deviation of 20-25 kWh, which is about 13-16% of the prediction, aligning with medium error given the prediction context and SHAP influences.""
}
```",32.37,0
35,Real_NLE,deepseek,gpt,True,False,,2010-06-14 00:00:00,154.0137939453125,174.15641666666667,-11.565822900402754,medium,medium,1,4,"The model's typical error range (20-25 kWh) suggests a medium error, and the prediction aligns with the SHAP values and seasonal context, indicating moderate confidence in the forecast accuracy.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's typical error range (20-25 kWh) suggests a medium error, and the prediction aligns with the SHAP values and seasonal context, indicating moderate confidence in the forecast accuracy.""
}
```",27.01,0
14,Real_NLE,deepseek,gpt,True,False,,2010-01-18 00:00:00,242.5850524902344,258.8346,-6.277965739420327,medium,medium,1,4,"The prediction of 242.59 kWh is well within the range suggested by the MAE (±20.55 kWh), and the model has a good fit (R²=0.686), but the reliance on lag features and calendar effects may miss sudden changes, suggesting a medium error likelihood.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction of 242.59 kWh is well within the range suggested by the MAE (±20.55 kWh), and the model has a good fit (R²=0.686), but the reliance on lag features and calendar effects may miss sudden changes, suggesting a medium error likelihood.""
}
```",53.68,0
35,Placebo_NLE,deepseek,gpt,True,True,56.0,2010-06-14 00:00:00,154.0137939453125,174.15641666666667,-11.565822900402754,medium,medium,1,4,"The model's MAE and RMSE suggest a typical error range of ±20-25 kWh, which is about 13-16% of the prediction, indicating a medium error bucket.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE and RMSE suggest a typical error range of ±20-25 kWh, which is about 13-16% of the prediction, indicating a medium error bucket.""
}
```",16.17,0
10,Real_NLE,gpt,deepseek,True,False,,2009-12-21 00:00:00,240.49972534179688,203.00573333333327,18.4694251698295,large,medium,0,4,"The model's MAE of ~20.55 suggests an average absolute error of ~8.5% relative to the predicted 240.5 kWh, aligning with the medium bucket (5-15%). SHAP values and model performance indicate seasonal consistency but leave room for variability.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of ~20.55 suggests an average absolute error of ~8.5% relative to the predicted 240.5 kWh, aligning with the medium bucket (5-15%). SHAP values and model performance indicate seasonal consistency but leave room for variability.""
}
```",87.1,0
35,Placebo_NLE,gpt,gpt,True,True,7.0,2010-06-14 00:00:00,154.0137939453125,174.15641666666667,-11.565822900402754,medium,very_large,0,5,"The prediction of 232.58 kWh is significantly higher than the expected base value of 177.366 kWh, and the SHAP values indicate a negative impact from recent lags, suggesting the model over-predicted; the error is likely very large given the discrepancy and model performance metrics.","```json
{
  ""error_bucket"": ""very_large"",
  ""confidence"": 5,
  ""reasoning"": ""The prediction of 232.58 kWh is significantly higher than the expected base value of 177.366 kWh, and the SHAP values indicate a negative impact from recent lags, suggesting the model over-predicted; the error is likely very large given the discrepancy and model performance metrics.""
}
```",56.15,0
52,Real_NLE,gpt,gpt,True,False,,2010-10-11 00:00:00,193.8168029785156,195.39606666666663,-0.8082371948894582,small,medium,0,4,"The model's MAE of 20.55 suggests a typical error around 10% of the prediction, and the SHAP values indicate a strong influence from recent high consumption, supporting a medium error expectation with moderate confidence.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 suggests a typical error around 10% of the prediction, and the SHAP values indicate a strong influence from recent high consumption, supporting a medium error expectation with moderate confidence.""
}
```",35.52,0
10,Real_NLE,deepseek,deepseek,True,False,,2009-12-21 00:00:00,240.49972534179688,203.00573333333327,18.4694251698295,large,medium,0,4,"The model's MAE (20.55 kWh) and stated ±20–25 kWh error range translate to 8.3%–10.4% error relative to the 240.5 kWh prediction, falling squarely in the medium bucket.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE (20.55 kWh) and stated ±20–25 kWh error range translate to 8.3%–10.4% error relative to the 240.5 kWh prediction, falling squarely in the medium bucket.""
}",59.51,0
52,Real_NLE,deepseek,gpt,True,False,,2010-10-11 00:00:00,193.8168029785156,195.39606666666663,-0.8082371948894582,small,medium,0,4,"The model's average error (MAE) is 20.5 kWh, which suggests a medium error range given the prediction context and SHAP values indicating moderate reliability.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's average error (MAE) is 20.5 kWh, which suggests a medium error range given the prediction context and SHAP values indicating moderate reliability.""
}
```",35.98,0
52,Placebo_NLE,deepseek,gpt,True,True,42.0,2010-10-11 00:00:00,193.8168029785156,195.39606666666663,-0.8082371948894582,small,very_large,0,4,"The prediction of 193.82 kWh is significantly higher than the natural language explanation's forecast of 114.35 kWh, indicating a very large error likely due to a misunderstanding of the recent downward trend in energy consumption.","```json
{
  ""error_bucket"": ""very_large"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction of 193.82 kWh is significantly higher than the natural language explanation's forecast of 114.35 kWh, indicating a very large error likely due to a misunderstanding of the recent downward trend in energy consumption.""
}
```",29.32,0
52,Placebo_NLE,gpt,gpt,True,True,13.0,2010-10-11 00:00:00,193.8168029785156,195.39606666666663,-0.8082371948894582,small,medium,0,4,"The prediction is influenced by recent trends and has a MAE of 20.550, suggesting a moderate error potential, with the model capturing 68.6% of variance.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction is influenced by recent trends and has a MAE of 20.550, suggesting a moderate error potential, with the model capturing 68.6% of variance.""
}
```",36.88,0
52,Baseline,none,gpt,False,False,,2010-10-11 00:00:00,193.8168029785156,195.39606666666663,-0.8082371948894582,small,medium,0,4,"The prediction is influenced heavily by lag_1, which is significantly higher than the predicted value, suggesting a potential underestimation; however, the model's performance metrics indicate moderate accuracy, supporting a medium error likelihood.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction is influenced heavily by lag_1, which is significantly higher than the predicted value, suggesting a potential underestimation; however, the model's performance metrics indicate moderate accuracy, supporting a medium error likelihood.""
}
```",46.72,0
41,Baseline,none,gpt,False,False,,2010-07-26 00:00:00,124.9712371826172,119.94703333333334,4.188685380255771,small,large,0,4,"The prediction of 124.97 is significantly lower than the base SHAP value of 177.366 and the recent lags, indicating a likely large error given the model's performance metrics and feature contributions.","```json
{
  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction of 124.97 is significantly lower than the base SHAP value of 177.366 and the recent lags, indicating a likely large error given the model's performance metrics and feature contributions.""
}
```",59.06,0
41,Real_NLE,deepseek,gpt,True,False,,2010-07-26 00:00:00,124.9712371826172,119.94703333333334,4.188685380255771,small,medium,0,4,"The model's MAE suggests a typical error range of ±20.5 kWh, which is approximately 16.4% of the prediction, indicating a medium error bucket; the SHAP values and seasonal context support this assessment.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE suggests a typical error range of ±20.5 kWh, which is approximately 16.4% of the prediction, indicating a medium error bucket; the SHAP values and seasonal context support this assessment.""
}
```",37.22,0
41,Real_NLE,gpt,gpt,True,False,,2010-07-26 00:00:00,124.9712371826172,119.94703333333334,4.188685380255771,small,medium,0,4,"The prediction is significantly lower than the baseline and recent consumption values, but the model's performance metrics suggest moderate accuracy, indicating a likely medium error.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction is significantly lower than the baseline and recent consumption values, but the model's performance metrics suggest moderate accuracy, indicating a likely medium error.""
}
```",42.86,0
41,Placebo_NLE,gpt,gpt,True,True,47.0,2010-07-26 00:00:00,124.9712371826172,119.94703333333334,4.188685380255771,small,medium,0,4,"The prediction of 139.09 kWh is significantly lower than recent lag values, especially lag_1 (127.78 kWh) and lag_6 (174.16 kWh), suggesting a medium error due to the model's adjustments for seasonal and recent consumption patterns.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction of 139.09 kWh is significantly lower than recent lag values, especially lag_1 (127.78 kWh) and lag_6 (174.16 kWh), suggesting a medium error due to the model's adjustments for seasonal and recent consumption patterns.""
}
```",41.2,0
41,Placebo_NLE,deepseek,gpt,True,True,32.0,2010-07-26 00:00:00,124.9712371826172,119.94703333333334,4.188685380255771,small,large,0,4,"The prediction of 180.02 kWh is significantly higher than the actual prediction of 124.97 kWh, suggesting a large error, and the model's MAE indicates occasional larger mistakes.","```json
{
  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction of 180.02 kWh is significantly higher than the actual prediction of 124.97 kWh, suggesting a large error, and the model's MAE indicates occasional larger mistakes.""
}
```",41.6,0
6,Baseline,none,gpt,False,False,,2009-11-23 00:00:00,235.9180145263672,236.70476666666667,-0.3323769738052665,small,medium,0,4,"The model has a relatively high R² value indicating good fit, but the MAE suggests moderate errors; the prediction is significantly higher than recent lags, suggesting a medium error due to potential overestimation.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model has a relatively high R² value indicating good fit, but the MAE suggests moderate errors; the prediction is significantly higher than recent lags, suggesting a medium error due to potential overestimation.""
}
```",43.33,0
14,Placebo_NLE,gpt,gpt,True,True,51.0,2010-01-18 00:00:00,242.5850524902344,258.8346,-6.277965739420327,medium,medium,1,4,"The model's MAE and RMSE suggest typical errors around 20-25 kWh, which is approximately 8-10% of the prediction value, indicating a medium error bucket.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE and RMSE suggest typical errors around 20-25 kWh, which is approximately 8-10% of the prediction value, indicating a medium error bucket.""
}
```",45.56,1
10,Placebo_NLE,gpt,deepseek,True,True,39.0,2009-12-21 00:00:00,240.49972534179688,203.00573333333327,18.4694251698295,large,medium,0,4,"The model's MAE of 20.55 and RMSE of 25.035 indicate typical absolute errors of ~20-25 kWh; for a prediction of 240.50, this translates to ~8-10% error (medium bucket), consistent with the model's moderate R² of 0.686.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 and RMSE of 25.035 indicate typical absolute errors of ~20-25 kWh; for a prediction of 240.50, this translates to ~8-10% error (medium bucket), consistent with the model's moderate R² of 0.686.""
}",87.43,0
6,Real_NLE,gpt,gpt,True,False,,2009-11-23 00:00:00,235.9180145263672,236.70476666666667,-0.3323769738052665,small,medium,0,4,"The model has a reasonably good R² score and low MAE, but the prediction is significantly higher than recent lags, suggesting a moderate error risk due to potential overestimation of seasonal effects.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model has a reasonably good R² score and low MAE, but the prediction is significantly higher than recent lags, suggesting a moderate error risk due to potential overestimation of seasonal effects.""
}
```",42.55,0
6,Placebo_NLE,deepseek,gpt,True,True,30.0,2009-11-23 00:00:00,235.9180145263672,236.70476666666667,-0.3323769738052665,small,large,0,4,"The prediction of 235.92 kWh is significantly higher than the expected range (148–189 kWh) based on the MAE, indicating a large error likely due to unaccounted factors and recent volatility in consumption patterns.","```json
{
  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction of 235.92 kWh is significantly higher than the expected range (148–189 kWh) based on the MAE, indicating a large error likely due to unaccounted factors and recent volatility in consumption patterns.""
}
```",37.2,0
42,Baseline,none,gpt,False,False,,2010-08-02 00:00:00,114.3490753173828,76.25233333333334,49.96141143315763,very_large,very_large,1,4,"The prediction of 114.35 is significantly lower than the base SHAP value of 177.366 and all recent lags, indicating a likely very large error given the model's performance metrics and feature importance.","```json
{
  ""error_bucket"": ""very_large"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction of 114.35 is significantly lower than the base SHAP value of 177.366 and all recent lags, indicating a likely very large error given the model's performance metrics and feature importance.""
}
```",36.96,0
42,Real_NLE,gpt,gpt,True,False,,2010-08-02 00:00:00,114.3490753173828,76.25233333333334,49.96141143315763,very_large,large,0,4,"The prediction of 114.35 kWh is significantly lower than the base value of 177.366, and given the model's MAE of 20.550, the error is likely to exceed 15% of the base value.","```json
{
  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction of 114.35 kWh is significantly lower than the base value of 177.366, and given the model's MAE of 20.550, the error is likely to exceed 15% of the base value.""
}
```",36.74,0
6,Placebo_NLE,gpt,gpt,True,True,8.0,2009-11-23 00:00:00,235.9180145263672,236.70476666666667,-0.3323769738052665,small,medium,0,4,"The model's MAE and RMSE suggest moderate accuracy, and the prediction is influenced by recent high consumption weeks, but the R² indicates some variability, leading to a likely medium error range.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE and RMSE suggest moderate accuracy, and the prediction is influenced by recent high consumption weeks, but the R² indicates some variability, leading to a likely medium error range.""
}
```",45.97,0
42,Real_NLE,deepseek,gpt,True,False,,2010-08-02 00:00:00,114.3490753173828,76.25233333333334,49.96141143315763,very_large,medium,0,4,"The prediction of 114.35 kWh is significantly lower than the baseline of 177.37 kWh, but aligns with recent downward trends and seasonality, suggesting a medium error given the model's MAE of 20.55 kWh.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction of 114.35 kWh is significantly lower than the baseline of 177.37 kWh, but aligns with recent downward trends and seasonality, suggesting a medium error given the model's MAE of 20.55 kWh.""
}
```",37.05,0
6,Real_NLE,deepseek,gpt,True,False,,2009-11-23 00:00:00,235.9180145263672,236.70476666666667,-0.3323769738052665,small,medium,0,4,"The model's MAE and RMSE suggest average errors around 20-25 kWh, aligning with the prediction range of 210-260 kWh, indicating a medium error likelihood given the prediction of 235.92 kWh.","```json
{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE and RMSE suggest average errors around 20-25 kWh, aligning with the prediction range of 210-260 kWh, indicating a medium error likelihood given the prediction of 235.92 kWh.""
}
```",48.95,0
29,Baseline,none,deepseek,False,False,,2010-05-03 00:00:00,180.59356689453125,154.34199999999998,17.008699443140085,large,medium,0,4,"The model's MAE of ~20.55 suggests typical errors around 11-12% for a prediction of 180.59 kWh (assuming actual values near 170-200), which aligns with the medium error bucket (5-15%). SHAP values show balanced contributions without extreme outlier indicators.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of ~20.55 suggests typical errors around 11-12% for a prediction of 180.59 kWh (assuming actual values near 170-200), which aligns with the medium error bucket (5-15%). SHAP values show balanced contributions without extreme outlier indicators.""
}",89.49,0
10,Placebo_NLE,deepseek,deepseek,True,True,4.0,2009-12-21 00:00:00,240.49972534179688,203.00573333333327,18.4694251698295,large,medium,0,4,"The model's MAE of ~20.5 kWh represents a typical absolute error of ~8.5% of the predicted value (240.5 kWh), placing it squarely in the medium bucket (5-15%). SHAP analysis shows expected feature influences, and no extreme anomalies are noted in the explanation.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of ~20.5 kWh represents a typical absolute error of ~8.5% of the predicted value (240.5 kWh), placing it squarely in the medium bucket (5-15%). SHAP analysis shows expected feature influences, and no extreme anomalies are noted in the explanation.""
}",110.44,0
29,Real_NLE,deepseek,deepseek,True,False,,2010-05-03 00:00:00,180.59356689453125,154.34199999999998,17.008699443140085,large,medium,0,4,"The model's MAE of ~20.55 kWh translates to ~11.4% error relative to the prediction, and the instance context shows typical patterns without extreme influences, aligning with expected performance.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of ~20.55 kWh translates to ~11.4% error relative to the prediction, and the instance context shows typical patterns without extreme influences, aligning with expected performance.""
}",18.12,0
29,Real_NLE,gpt,deepseek,True,False,,2010-05-03 00:00:00,180.59356689453125,154.34199999999998,17.008699443140085,large,medium,0,4,"The model's MAE of 20.55 suggests typical absolute errors around 11% of the predicted value (180.59 kWh), aligning with the medium bucket (5-15%).","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 suggests typical absolute errors around 11% of the predicted value (180.59 kWh), aligning with the medium bucket (5-15%).""
}",57.59,0
42,Placebo_NLE,gpt,gpt,True,True,10.0,2010-08-02 00:00:00,114.3490753173828,76.25233333333334,49.96141143315763,very_large,very_large,1,5,"The prediction of 240.50 kWh is significantly higher than the expected/base value of 177.366, and SHAP values indicate negative influences from key features like lag_1 and weekofyear, suggesting a substantial overestimation.","```json
{
  ""error_bucket"": ""very_large"",
  ""confidence"": 5,
  ""reasoning"": ""The prediction of 240.50 kWh is significantly higher than the expected/base value of 177.366, and SHAP values indicate negative influences from key features like lag_1 and weekofyear, suggesting a substantial overestimation.""
}
```",65.87,0
42,Placebo_NLE,deepseek,gpt,True,True,21.0,2010-08-02 00:00:00,114.3490753173828,76.25233333333334,49.96141143315763,very_large,large,0,4,"The prediction is significantly lower than recent consumption values, and the model's moderate R² and MAE suggest a potential for larger errors, especially given the sharp recent drops in consumption that may not be fully captured.","```json
{
  ""error_bucket"": ""large"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction is significantly lower than recent consumption values, and the model's moderate R² and MAE suggest a potential for larger errors, especially given the sharp recent drops in consumption that may not be fully captured.""
}
```",64.12,0
29,Placebo_NLE,deepseek,deepseek,True,True,31.0,2010-05-03 00:00:00,180.59356689453125,154.34199999999998,17.008699443140085,large,medium,0,4,"The model's MAE of ~20.55 kWh represents ~11.4% error relative to the prediction (180.59), squarely in the medium (5-15%) range, and SHAP-based explanations align with typical performance.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of ~20.55 kWh represents ~11.4% error relative to the prediction (180.59), squarely in the medium (5-15%) range, and SHAP-based explanations align with typical performance.""
}",23.14,0
29,Placebo_NLE,gpt,deepseek,True,True,48.0,2010-05-03 00:00:00,180.59356689453125,154.34199999999998,17.008699443140085,large,medium,0,4,"The model's MAE of 20.55 kWh corresponds to an 11.4% error for this prediction, which falls within the medium range based on average performance.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 kWh corresponds to an 11.4% error for this prediction, which falls within the medium range based on average performance.""
}",69.9,0
56,Baseline,none,deepseek,False,False,,2010-11-08 00:00:00,157.11070251464844,201.33963333333327,-21.96732460789796,large,medium,0,4,"The prediction deviates from the SHAP base value by ~20.25 kWh (close to the model's MAE of 20.55), which would equate to ~11.4% error if the actual value aligns with historical averages, fitting the medium [5-15%) bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The prediction deviates from the SHAP base value by ~20.25 kWh (close to the model's MAE of 20.55), which would equate to ~11.4% error if the actual value aligns with historical averages, fitting the medium [5-15%) bucket.""
}",73.46,0
56,Real_NLE,deepseek,deepseek,True,False,,2010-11-08 00:00:00,157.11070251464844,201.33963333333327,-21.96732460789796,large,medium,0,3,"The model's MAE of 20.55 kWh corresponds to approximately 13% error for this prediction, which falls in the medium error bucket.","{  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""The model's MAE of 20.55 kWh corresponds to approximately 13% error for this prediction, which falls in the medium error bucket.""
}",64.28,0
56,Placebo_NLE,gpt,deepseek,True,True,32.0,2010-11-08 00:00:00,157.11070251464844,201.33963333333327,-21.96732460789796,large,medium,0,4,"Based on the model's MAE of 20.550 and the prediction scale around 157.11 kWh, the likely absolute percentage error is approximately 13%, which falls within the medium error bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""Based on the model's MAE of 20.550 and the prediction scale around 157.11 kWh, the likely absolute percentage error is approximately 13%, which falls within the medium error bucket.""
}",102.17,0
4,Placebo_NLE,deepseek,deepseek,True,True,14.0,2009-11-09 00:00:00,175.4420166015625,208.2009833333333,-15.734299717174318,large,medium,0,4,"Based on the model's MAE of 20.55 kWh and the prediction of 175.44 kWh, the expected absolute percentage error is approximately 11.7%, which falls within the medium error range of 5% to 15%.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh and the prediction of 175.44 kWh, the expected absolute percentage error is approximately 11.7%, which falls within the medium error range of 5% to 15%.""
}",93.36,1
56,Real_NLE,gpt,deepseek,True,False,,2010-11-08 00:00:00,157.11070251464844,201.33963333333327,-21.96732460789796,large,medium,0,3,"The model's mean absolute error of 20.55 kWh corresponds to about 13% error for this prediction, which is within the medium range.","{  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""The model's mean absolute error of 20.55 kWh corresponds to about 13% error for this prediction, which is within the medium range.""
}",98.37,1
56,Placebo_NLE,deepseek,deepseek,True,True,32.0,2010-11-08 00:00:00,157.11070251464844,201.33963333333327,-21.96732460789796,large,medium,0,3,"Based on the model's MAE of 20.55 kWh and the prediction of 157.11 kWh relative to typical consumption around 177 kWh, the likely absolute percentage error is approximately 11-12%, which falls within the medium error bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 3,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh and the prediction of 157.11 kWh relative to typical consumption around 177 kWh, the likely absolute percentage error is approximately 11-12%, which falls within the medium error bucket.""
}",94.09,0
55,Real_NLE,gpt,deepseek,True,False,,2010-11-01 00:00:00,182.55816650390625,164.77066666666667,10.79530731839784,medium,medium,1,4,"The MAE of 20.55 translates to ~11% error relative to the prediction value (182.56), aligning with the medium bucket given the model's average performance and typical deviations.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The MAE of 20.55 translates to ~11% error relative to the prediction value (182.56), aligning with the medium bucket given the model's average performance and typical deviations.""
}",15.5,0
55,Baseline,none,deepseek,False,False,,2010-11-01 00:00:00,182.55816650390625,164.77066666666667,10.79530731839784,medium,medium,1,4,"The model's MAE of 20.55 suggests typical errors of ~11.25% relative to this prediction (182.56), aligning with the medium bucket (5-15%), and SHAP values show conflicting lag impacts without extreme feature anomalies.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 suggests typical errors of ~11.25% relative to this prediction (182.56), aligning with the medium bucket (5-15%), and SHAP values show conflicting lag impacts without extreme feature anomalies.""
}",63.85,0
55,Real_NLE,deepseek,deepseek,True,False,,2010-11-01 00:00:00,182.55816650390625,164.77066666666667,10.79530731839784,medium,medium,1,4,"The model's MAE of 20.55 kWh and the provided likely range of actual consumption (162-203 kWh) around the prediction of 182.56 kWh indicate a typical absolute percentage error of approximately 10-12%, which falls within the medium bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 kWh and the provided likely range of actual consumption (162-203 kWh) around the prediction of 182.56 kWh indicate a typical absolute percentage error of approximately 10-12%, which falls within the medium bucket.""
}",40.85,0
25,Baseline,none,deepseek,False,False,,2010-04-05 00:00:00,210.51416015625,196.34673333333333,7.215514402709696,medium,medium,1,4,"The model's MAE (20.55) corresponds to ~9.8% error relative to the prediction (210.51), aligning with the medium bucket, and SHAP/surrounding lags suggest no extreme anomalies.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE (20.55) corresponds to ~9.8% error relative to the prediction (210.51), aligning with the medium bucket, and SHAP/surrounding lags suggest no extreme anomalies.""
}",31.41,0
25,Real_NLE,gpt,deepseek,True,False,,2010-04-05 00:00:00,210.51416015625,196.34673333333333,7.215514402709696,medium,medium,1,4,"The model's MAE of 20.55 and prediction of 210.51 suggest a typical absolute error of ~9-10% for values in the 190-230 kWh range, aligning with the medium bucket (5-15%).","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 and prediction of 210.51 suggest a typical absolute error of ~9-10% for values in the 190-230 kWh range, aligning with the medium bucket (5-15%).""
}",50.96,0
55,Placebo_NLE,gpt,deepseek,True,True,29.0,2010-11-01 00:00:00,182.55816650390625,164.77066666666667,10.79530731839784,medium,medium,1,4,"Based on the model's MAE of 20.550 kWh relative to the prediction of 182.56 kWh, the expected absolute percentage error is approximately 11%, which falls into the medium error bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""Based on the model's MAE of 20.550 kWh relative to the prediction of 182.56 kWh, the expected absolute percentage error is approximately 11%, which falls into the medium error bucket.""
}",89.64,0
55,Placebo_NLE,deepseek,deepseek,True,True,13.0,2010-11-01 00:00:00,182.55816650390625,164.77066666666667,10.79530731839784,medium,medium,1,4,"Based on the model's MAE of 20.55 kWh and the prediction of 182.56 kWh, the absolute percentage error is estimated to be around 11%, which falls within the medium error bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh and the prediction of 182.56 kWh, the absolute percentage error is estimated to be around 11%, which falls within the medium error bucket.""
}",88.22,0
25,Real_NLE,deepseek,deepseek,True,False,,2010-04-05 00:00:00,210.51416015625,196.34673333333333,7.215514402709696,medium,medium,1,4,"Based on the model's MAE of 20.55 kWh relative to the prediction of 210.51 kWh, the expected absolute percentage error is approximately 9.8%, which falls within the medium bucket.","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""Based on the model's MAE of 20.55 kWh relative to the prediction of 210.51 kWh, the expected absolute percentage error is approximately 9.8%, which falls within the medium bucket.""
}",66.25,0
25,Placebo_NLE,gpt,deepseek,True,True,58.0,2010-04-05 00:00:00,210.51416015625,196.34673333333333,7.215514402709696,medium,medium,1,4,"The model's MAE of 20.55 suggests typical absolute errors around 10% of predictions (assuming actual values near 200 kWh), aligning with the medium bucket (5-15%). While recent lags show volatility, the R² of 0.686 indicates moderate explanatory power.","{  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of 20.55 suggests typical absolute errors around 10% of predictions (assuming actual values near 200 kWh), aligning with the medium bucket (5-15%). While recent lags show volatility, the R² of 0.686 indicates moderate explanatory power.""
}",53.77,0
19,Real_NLE,deepseek,deepseek,True,False,,2010-02-22 00:00:00,209.96017456054688,229.4187,-8.481664938147206,medium,medium,1,4,"The model's MAE of ~20.5 kWh translates to ~9.8% error relative to the predicted 209.96 kWh, falling squarely in the medium (5-15%) bucket, consistent with stated error ranges and moderate R².","{
  ""error_bucket"": ""medium"",
  ""confidence"": 4,
  ""reasoning"": ""The model's MAE of ~20.5 kWh translates to ~9.8% error relative to the predicted 209.96 kWh, falling squarely in the medium (5-15%) bucket, consistent with stated error ranges and moderate R².""
}",16.6,0
